"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000101246,ARFRP1,322.0006,477.0009,569.001,437.0012,489.001,319.9995,458.0003,404.0009,540.9996,695.0011,443.4586,406.0007
ENSG00000101247,NDUFAF5,76.0157,139.0602,131.0156,134.9999,112.9998,85.1619,106.5311,104.014,156.5372,254.1113,101.017,99.2078
ENSG00000101251,SEL1L2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101255,TRIB3,44,606.0012,294.9993,773.0017,240.114,83,119.1305,576.3259,176,1711.0024,165,320.0009
ENSG00000101265,RASSF2,204.9997,45,70.2787,43.2119,33,29.1747,27.0514,25.2725,22,12,44.003,45.3123
ENSG00000101266,CSNK2A1,1950.9998,2252.0061,2017.478,2208,1932.0825,2041.4784,1662.9965,1785.0023,1533.0156,1374.5649,1294.9982,1585.0011
ENSG00000101276,SLC52A3,17,4,4,3,21,11,18,12,25.2693,5,7,4.1872
ENSG00000101280,ANGPT4,2.0003,2.0002,3.007,2.0003,0,2.0003,0,0,1,0,2.0021,0
ENSG00000101282,RSPO4,1,0,1,0,17,22,5,6,30,22,2,10
ENSG00000101290,CDS2,653.189,793.5111,685.1713,832,570.041,647.3993,491.2877,501.9992,541.3464,704.0141,497.2872,500.2502
ENSG00000101292,PROKR2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000101294,HM13,1629.2347,4780.2958,4768.5226,4630.1575,1633.3216,1309.6404,1646.8632,1701.0025,2161.1996,2252.8744,1715.7333,1499.1639
ENSG00000101298,SNPH,36,148.9999,209.0002,135.9539,37.9999,60.9998,49,72,149.9997,47,92.0002,90.0002
ENSG00000101306,MYLK2,0,7,1,3,0,0,0,0,1,1,0,0
ENSG00000101307,SIRPB1,0,4.227,2.691,1,1,0,3.3905,2,3,2,0,3.5264
ENSG00000101310,SEC23B,396.0002,1642.0026,1103.9997,1481.9999,643.999,801.0003,570,557,658.9997,475.9999,511.9995,573.9999
ENSG00000101311,FERMT1,537.0002,2491.0005,1881.9995,2104.9999,220,347.0005,70.9999,130,173.0003,179.9998,272,262.9999
ENSG00000101323,HAO1,0,1,0,0,0,0,0,0,0,3,0,0
ENSG00000101327,PDYN,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101331,CCM2L,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000101333,PLCB4,11,180.9999,27,88,9,10,9,18,5,2,12,21
ENSG00000101335,MYL9,193.9998,2098.9973,3700.9929,593.9998,1543.9992,1051.0002,214.0003,493.9996,1365.999,728.0002,766.9994,375
ENSG00000101336,HCK,0,0,3,0,1,0,1,1,0,3.1024,0,2
ENSG00000101337,TM9SF4,2376.9982,1678.0005,1869.001,1805.0007,2398.9979,2338.9995,2494.9987,2019.9989,2013.998,1653.0019,1760.0017,1755.9981
ENSG00000101342,TLDC2,1,3,1,1,6,3,1,2,7,15,0,0
ENSG00000101343,CRNKL1,656.9997,496.0019,457.9998,543.0003,504.9998,475.9998,354.9996,432.0001,474.9999,392.0002,341.9998,482.9998
ENSG00000101346,POFUT1,958.4576,1709.9879,1365.1185,1721.9991,1435.9991,1661.9909,1410.9315,1357.0025,1150.495,596.9999,1323.6811,1311.9969
ENSG00000101347,SAMHD1,99.9998,182.0001,128.4281,132.2148,966.1493,462.9997,46.3109,26.6163,92.133,183.7653,16,18.6366
ENSG00000101349,PAK5,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000101350,KIF3B,1063.9083,1087.2877,949.0021,1025.402,984.9061,874.0002,620.6487,654.4476,734.4834,614.5783,609.067,591.6515
ENSG00000101353,MROH8,43,14,14,24,21,17,52,49,38,23.0494,36,40.0016
ENSG00000101361,NOP56,779.0003,1716.0001,1593.8093,1666.4543,921.9992,667.0001,1441.6822,1225.8977,1449.9999,3582.218,969.9922,987.9999
ENSG00000101363,MANBAL,1171.0017,963.0017,853.0013,1053.0023,1321.0028,1255.0014,1492.0032,1488.003,1447.0033,1054.0016,1057.0023,1271.0022
ENSG00000101365,IDH3B,658.0009,732.001,751.0007,751.0006,727,711.0005,713.0007,822.0015,986.0014,1023.0014,763.0015,760.0016
ENSG00000101367,MAPRE1,626,2669.002,1932.0011,2143.0005,986.9999,1030.9998,872.0011,1130.9997,1253.9996,925.003,1316.9996,1420.0022
ENSG00000101384,JAG1,343.9996,121.9996,88.9999,92.9997,117.9997,32,16,43,157.9999,540.0002,34,47
ENSG00000101391,CDK5RAP1,160.0002,404.9998,352.1497,318.115,336.1515,251.0002,316,327,421.9993,661.9992,232,221.2576
ENSG00000101400,SNTA1,117.0002,265.0008,247.0002,195.0002,171.0001,218.0001,69.9999,199,218.0001,272.0001,230.0002,181.0001
ENSG00000101405,OXT,1,2,2,0,2,1,3,3,3,5,2,5
ENSG00000101407,TTI1,441.0003,433.9999,373,572.9983,686.001,478.0014,866.9973,619.9999,700,401.0001,361.9998,392.9996
ENSG00000101412,E2F1,116,478.9997,164.0002,602.0005,31.0001,28.0001,39,49.0001,64,187.0002,94.0001,96.0001
ENSG00000101413,RPRD1B,783.0019,589.9998,561.9993,675.0016,929.0003,820.242,861.0049,920.9982,875.0173,522.0002,563.0006,663.0015
ENSG00000101417,PXMP4,238.3943,198.9787,193.7065,245.5533,285.0093,270.3839,268.5431,253.3733,221.6552,100.9077,189.1089,218.282
ENSG00000101421,CHMP4B,1837.0031,1998.9966,1946.0043,2298.9989,2233.9949,1843.9947,2120.001,2057.0011,2872.9931,1612.0016,1779.0031,2021.9945
ENSG00000101425,BPI,2,0,0,0,0,0,0,0,0,0,1.0552,0
ENSG00000101435,CST9L,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000101438,SLC32A1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000101439,CST3,2292.0006,1321,1545.9973,1511.001,2386.998,1205.9982,1647.9964,1721.9972,2926.9989,4705.986,1683.9965,2090.9959
ENSG00000101440,ASIP,0,1,0,0,0,0,0,0,1,3,0,0
ENSG00000101441,CST4,0,0,0,0,0,0,0,0,0,3.3367,0,0
ENSG00000101442,ACTR5,67,124,96.0001,141.0001,69.9999,66.9999,58,86.3337,98,252,91.9999,88.0002
ENSG00000101443,WFDC2,115.9997,180.9998,145,158.9999,1547.9945,247.9998,3000.9909,2785.997,4015.9912,1375.9938,584.9987,1576.9973
ENSG00000101444,AHCY,1790.0007,3014.0019,2343.0026,3146.9091,1057.8926,1296,1854.0016,2302.8607,1296,1877.0012,1717.0009,1818.8473
ENSG00000101445,PPP1R16B,2,0,0,0,0,1,0,1,0,0,0,0
ENSG00000101446,SPINT3,0,0,0,0,6,5,39.9999,7,30.9999,1,3,2
ENSG00000101447,FAM83D,98.0001,590.0013,129.0001,584.0011,6,9,7,3,14,67.9999,17,16
ENSG00000101448,EPPIN,6.1545,6,10.1128,3,9.4958,6.1229,15.0774,7.0154,14.6273,14.1018,3.0138,13.0389
ENSG00000101452,DHX35,139.0562,195.0001,193.9999,192.0103,207.011,161.0453,193.0113,206.0227,180.2311,195.023,140.0001,163.0245
ENSG00000101457,DNTTIP1,266.0005,367.0004,324.0006,320.0001,338.0006,227.0004,278.0004,357.0012,385.9996,355.9997,253.0001,355.0007
ENSG00000101460,MAP1LC3A,578.9987,223.9997,577.9993,196.9998,314.9991,264.9992,448.9988,438.9991,465.9993,286.9995,483.9993,337.9995
ENSG00000101463,SYNDIG1,0,0,1,0,0,0,72.9999,4,3,0,2,4
ENSG00000101464,PIGU,176.0004,462.0006,402.0004,437.001,287.0008,283.0002,300.9999,281.0009,365.9998,447.0013,309.9997,308.0013
ENSG00000101470,TNNC2,9,2,2,3,3,2,1,4,12,30,7,7
ENSG00000101473,ACOT8,188.5734,206.6564,236.5384,227.3942,253.1798,244.2181,268.9597,197.1235,243.6902,280.368,196.2925,193.1259
ENSG00000101474,APMAP,1772.0013,2034.0009,2050.003,1780.9995,1869.0012,1864.9998,1726.0026,2004.0017,2091.0023,2097.0005,1578.0028,1733.0008
ENSG00000101489,CELF4,12.4208,9.8014,9.0437,4.1105,12.04,9.0706,8.4426,17.3753,18.7775,91.6942,8.0252,14.2337
ENSG00000101493,ZNF516,451.9999,314.9995,457.9998,288.9999,476.9995,413.9994,513.0001,400.9996,278.0004,248.0005,289.9998,289.9998
ENSG00000101542,CDH20,0,1,0,0,0,2,0,1,1,1,0,1
ENSG00000101544,ADNP2,519.9998,584.9996,367.9998,620.0002,603.9996,590.0021,293.9999,386.9997,496.0001,260.9995,282,407
ENSG00000101546,RBFA,215.9398,297.979,260.9485,256.6246,146.6529,101.845,191.747,180.4107,204.6149,202.0357,206.3029,225.6693
ENSG00000101557,USP14,605.0004,2042.0016,1896.998,2009.5614,860.5432,824.8647,539.9827,869.5451,996.6027,566.4128,954.6521,1016.8487
ENSG00000101558,VAPA,2374.0047,2307.167,1807.9669,2482.9982,2452.3411,1833.3632,1618.6478,2410.1128,2872.7074,1391.1337,1739.5765,2152.273
ENSG00000101574,METTL4,230.0002,282,184.0003,351.0001,204.0001,172,89.9999,146.0001,151,84.0001,129.0002,156.0001
ENSG00000101577,LPIN2,494.0001,528.9997,560.9997,613.9996,760.1798,694.0013,665.9996,530.9997,827.8994,543.9997,672,628.9999
ENSG00000101596,SMCHD1,1201.9998,1174.9991,836.9999,1412.9979,1080.9999,904.9993,666.9994,841.0001,798.9995,399.0005,591.9993,677.9998
ENSG00000101605,MYOM1,60.9999,9,14,5,81,81,118.0001,101,53,93,45,43.2357
ENSG00000101608,MYL12A,2431.3908,7000.6962,6723.1931,5839.4141,4187.9513,3100.413,2408.0293,3162.1763,4152.0257,1984.0405,3735.5659,4533.7704
ENSG00000101624,CEP76,49.4866,127.0785,89.3298,114.0046,56.0007,52,48.0081,74.9838,61.2748,42.0047,41.1028,53.1113
ENSG00000101638,ST8SIA5,8.0673,2.0119,2.003,2.1163,10.0889,19.0005,10.0167,7.0155,15.1126,18.0527,10.0017,8.0468
ENSG00000101639,CEP192,575.9998,682.0205,490.9994,753.9993,566.0007,397.0002,437.9993,549.9583,400.9994,312.9999,324.9997,377.9998
ENSG00000101654,RNMT,1226.0003,1340.9997,1203.9992,1259.9991,1173.9998,1181.9993,1052.9999,1045.9995,1021.9996,517.9996,898.9995,819
ENSG00000101665,SMAD7,978.9984,1220.9999,1359.9999,1057.0021,397.0002,225,329,300.0002,626.9993,135.0002,812.002,593.0008
ENSG00000101670,LIPG,14.2864,1306.0069,1325.3556,2425.9881,26.2038,31.4177,17.1455,11.5916,36.4224,50.529,29.0143,15.2111
ENSG00000101680,LAMA1,60.0046,379.0003,293.0332,81,33.0031,44,12.0046,28.1778,25.2098,12,12.149,30.0064
ENSG00000101695,RNF125,45.4039,86.6906,64.3721,58.1265,9.154,9.8684,10.7674,14.318,23.2265,14.1178,27.4769,33.0852
ENSG00000101745,ANKRD12,1264,695.0897,649.9414,843.8302,1123.0026,997.0164,398.6238,579.121,966.2149,455.0566,559.8139,665.2286
ENSG00000101746,NOL4,54,1,2,3,45,39,49,45,7,4,6,4
ENSG00000101751,POLI,646.0277,338.7007,388.0001,242.9754,839.5693,645.8388,860.6056,778.9827,720.9999,718.0714,552.6219,510.9998
ENSG00000101752,MIB1,1758.9983,1766.9816,1758.9968,1796.0034,1154.0014,1311.997,620.9991,1053.9994,789.9996,355.9989,899.9991,1076.9993
ENSG00000101773,RBBP8,190.9999,418.999,250,481.0003,527.0003,365.0001,338.0002,627.0004,354.9998,166.0001,210,497.0003
ENSG00000101782,RIOK3,1294.9991,1147.69,1425.9993,1051.6378,1316.9996,1351.9999,643.0352,836.2975,1515.2655,703.9659,936.0014,1009.9994
ENSG00000101811,CSTF2,112.0002,370.0005,269.0002,343.9997,195,173.0002,152.0002,137.0003,212.0002,159,136.0001,162
ENSG00000101812,H2BFM,3,10,14,3,7,2,8,12,15,15,10,14
ENSG00000101825,MXRA5,6870.3397,957.7982,2280.0033,1530.6232,4911.0125,1309.8259,4805.9596,4196.9516,2947.6096,949.9195,4128.9681,4221.9923
ENSG00000101842,VSIG1,4.0026,16.0339,11.0897,9,15.0301,16.0104,10.0169,5,14.2391,15.0224,14.5753,17.8183
ENSG00000101843,PSMD10,528.0015,602.0009,683.0008,653.0013,670.0491,649.0029,433.001,546.0005,625.0068,260.0005,481.0001,591.0012
ENSG00000101844,ATG4A,63.0002,242,256.0001,193.0002,157.0002,137,69,126.0001,189.0001,122,120.0001,140.9998
ENSG00000101846,STS,42,170.9999,145.9997,153.0002,43,104.9999,12,17,37.9999,19,19,19
ENSG00000101849,TBL1X,126.9998,74.708,68.9998,67.0002,255.5838,119.0442,413.0157,500.0001,262.0001,397.9999,223.9997,252.9999
ENSG00000101850,GPR143,46,108.0002,35,99,154,102,105.0001,101.0001,146.0002,45.9999,197.0001,121.0001
ENSG00000101856,PGRMC1,1593.002,1509.0015,1481.0008,1606.0019,1389.0023,1235.0021,1184.0006,1494.0014,1375.0002,608.9997,1296.0007,1501.0026
ENSG00000101868,POLA1,99,341.9999,151.0002,389.9995,171.0002,153.9997,132,160,143.9999,113,123.9997,189.9997
ENSG00000101871,MID1,1054.9992,1660.0017,940.9993,1713.0005,835.9998,650.0002,667.9998,616.9997,637.9993,350.0004,243,313.0002
ENSG00000101882,NKAP,319.3264,269.7218,288.6319,299.5485,325.5709,333.7646,274.2077,343.3664,387.3526,365.9838,248.3286,260.2866
ENSG00000101883,RHOXF1,3,1,0,0,2,1,0,6,7,8,0,0
ENSG00000101888,NXT2,135.9999,142.0002,93,166,189,135,40,133.0001,140.0001,51,148.0002,216.0001
ENSG00000101890,GUCY2F,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000101892,ATP1B4,0,0,0,1,1.0146,1.0053,2.0574,3.0108,1,1.0034,1,2.0469
ENSG00000101901,ALG13,398.0002,421.9998,460.9995,423.9998,475.9995,348,477.9999,533.0001,565.9996,671.1563,371.0002,454
ENSG00000101911,PRPS2,655.0016,698.0006,466.0005,786.001,474.9999,463.9993,335.0003,490.0006,542.9995,173,336.0013,399.0005
ENSG00000101916,TLR8,0,0,1,0,0,0,0,0,0,1,1,0
ENSG00000101928,MOSPD1,320.9995,320.9993,299.0007,281,278.0001,258.0001,153.0001,246.0002,320.0002,148.9999,260,320.0011
ENSG00000101935,AMMECR1,421.9996,707.001,483,761.0001,1093.0012,1225.9975,519.9997,782.0028,800.0003,337.0004,482.9999,612.9999
ENSG00000101938,CHRDL1,1,0,1,0,0,1,0,0,0,2,0,0
ENSG00000101940,WDR13,1214.4576,831.0017,990.3182,861.1967,1149.1044,1203.4777,1400.3497,1352.6624,1581.3359,1294.432,1425.6515,1372.181
ENSG00000101945,SUV39H1,109.9999,274.0001,141.9999,294.0002,145,78.9999,199.9999,146.9999,242,118.0003,112.0001,134.0001
ENSG00000101951,PAGE4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101955,SRPX,120.0001,153.0001,268.0003,100.0001,32.0001,24.0001,10,24.0001,14,6,32.0001,42.0001
ENSG00000101958,GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101966,XIAP,670.9777,905.8688,694.7495,955.6457,1074.0844,986.5827,448.8962,657.1647,709.1876,365.413,446.149,588.086
ENSG00000101972,STAG2,2979.9993,1567.9972,1121.1811,1815.0958,1886.1912,1792.0613,946.9318,1233.181,1273.1918,522.1044,962.0739,1037.751
ENSG00000101974,ATP11C,281.0002,677.9996,423.0002,830.9995,229,250.9998,148.9999,191.9999,165.9999,108.0002,149,161.9998
ENSG00000101977,MCF2,0,13,6,7,0,0,0,1,0,0,1,0
ENSG00000101981,F9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101986,ABCD1,208,185.0001,281.0001,217.9999,296.9998,270.0002,246.0001,177.0002,243.0002,482.9998,217,196
ENSG00000101997,CCDC22,219.0001,313.9998,292.0002,300.9996,262.999,222.0001,237.0001,215.0001,268.0001,249.0002,259.0002,252.0002
ENSG00000102001,CACNA1F,4.8476,2,3,0,5,3,1,3.059,1.0186,9.0789,2.02,0
ENSG00000102003,SYP,10,11,7.6643,3,12.0285,4.9625,15.0926,19.1615,14.1755,26.7632,17.0808,21.1067
ENSG00000102007,PLP2,1691.9929,3071.001,2717.9908,3075.0003,1188.9956,1078.9935,1123.9976,1380.9941,1810.0013,627.9988,1978.9952,1879.0015
ENSG00000102010,BMX,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102021,LUZP4,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000102024,PLS3,11488.8985,10578.0075,7616.5846,10912.8644,7233.0069,9799.7122,3696.9234,4465.7052,5350.0194,1542.0193,5169.8501,5900.3963
ENSG00000102030,NAA10,340.9993,1015.7645,879.4813,869.3724,461.9987,429.9998,492.5956,630.9995,705.7734,804.4662,579.4048,645.6567
ENSG00000102032,RENBP,7,9,11,9,19.0001,7,6.0298,5.7319,12,32.0032,7,9.0315
ENSG00000102034,ELF4,1879.998,1343.0016,1287.9973,1351.9983,1593.9987,1265.0016,2003.9995,1351.0009,1276.0021,433,1295.0006,1211.9977
ENSG00000102038,SMARCA1,3840.9957,1820.9991,1876.0009,2009.9981,2981.9987,3351.9965,3669.0001,2959.9992,2318.0008,1092.0002,2079.0024,2353.9998
ENSG00000102043,MTMR8,5,12,11,16,8,7,5,9,8,0,5,10
ENSG00000102048,ASB9,14,58.0001,18,37,20.2641,30,4,4,15,46.9557,5,7
ENSG00000102053,ZC3H12B,15.0311,5.1514,18,6.0049,33.1047,12.0093,57.0304,56.0355,17.6553,19.6757,18.0773,18
ENSG00000102054,RBBP7,1212.0001,2307.9896,1337.0005,2231.0019,935.2086,955.0048,1221.8331,1071.1904,1227.6536,807.8008,849.704,1086.4358
ENSG00000102055,PPP1R2P9,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000102057,KCND1,29,13,27,6,35,48,67.9998,43,68,59,37,37
ENSG00000102076,OPN1LW,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102078,SLC25A14,144.0002,120,137,96,128.0001,111,136.0726,150.9999,178.9999,159.0001,134.9999,162
ENSG00000102081,FMR1,1637.9999,1719.9983,1382.9998,1933.0037,1737.9984,1289.9977,841.9995,1137.9999,1224.9997,560.9997,953.9999,982.9997
ENSG00000102096,PIM2,87.0001,96,71.0001,86.0001,176.0002,135.0001,153.0002,132,277.0003,157,90.0001,71
ENSG00000102098,SCML2,48,51,22.2112,82.033,24.0907,25.246,31.0728,23.0107,22.0895,20.0061,23.0404,23.0245
ENSG00000102100,SLC35A2,555.0006,883.0002,893.0015,862.0006,715.001,680.0004,849.9999,735.9996,822.0016,372.0003,753.0012,752.0024
ENSG00000102103,PQBP1,657.9993,580.9995,531.9994,562.9992,448.9997,310.9994,538.9987,565.9995,655.9987,741.9987,395.9996,443.9994
ENSG00000102104,RS1,1,2,0,2,3,0,0,0,1,1,2,4
ENSG00000102109,PCSK1N,138.0002,163.9993,523.9993,152.9999,67.9999,57.9999,266.9999,249.9999,108.9999,395.9994,415.9995,244.9999
ENSG00000102119,EMD,831.9999,752.9997,751.9998,781.0001,808.9992,854,1033.0014,1049,1108.001,833.9998,932.9993,938.0007
ENSG00000102125,TAZ,257.9999,351.0002,368.0002,351.0004,601.0002,449.0003,877.3435,788.0003,873.0005,1054.0021,566.001,563.0004
ENSG00000102128,RAB40AL,0,0,0,0,1.2475,4.096,0,1.3028,1.2247,1.419,0,1.3644
ENSG00000102144,PGK1,2238.0001,8533.3402,7535.6159,8125.6602,14070.2505,21282.623,9287.367,11272.9935,14022.9885,8226.4814,11311.0054,10783.9936
ENSG00000102145,GATA1,0,0,0,0,0,2,1,1,0,2,1,0
ENSG00000102158,MAGT1,1065.9984,1698.9986,1395.152,1783.4555,1505.923,1471.4951,767.1315,1046.5823,1147.8152,410.659,985.6217,1209.3396
ENSG00000102172,SMS,3252.805,5683.8326,3464.9958,5676.4748,2083.0022,2115.6316,1642.8536,1996.8378,2089.0028,1385.0031,1821.0018,2078.8411
ENSG00000102174,PHEX,63,24,31.0093,36,77.0193,136.6117,77.0294,93.0003,56.0111,17.0169,45,30.2676
ENSG00000102178,UBL4A,655,755.0009,715.0012,808.0014,796.0005,686.0009,862.9991,822.0004,892.0019,447.0002,687.9997,687.0018
ENSG00000102181,CD99L2,242.9999,377.9998,482.9993,303.0002,785.0009,573.9988,1042.9982,656.9995,735.0024,262.9998,364.9999,470.9999
ENSG00000102189,EEA1,777.9992,1021.9987,856.9989,1086.9995,483.8968,412.9999,169.9997,261.9996,463,157.9999,277.0002,321.0001
ENSG00000102195,GPR50,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102218,RP2,238.9783,299.9999,325.9577,273.9998,182.1152,164.1253,89.0001,120.792,160.5717,78.8642,149.0001,171.0001
ENSG00000102221,JADE3,416.9998,258.9996,231.0001,270,204.0002,156.9998,205.9998,197,197.9999,107.0002,180,158.9998
ENSG00000102225,CDK16,2388.0021,2634.0032,2050.0013,2611.0015,2613.0022,2935.0008,3022.0022,2541.999,2538.0018,2122.0007,2227.0018,2182.0035
ENSG00000102226,USP11,1005.9987,997.0015,1382.0002,944.9999,964.9982,772.0004,990.0011,772.002,913.9987,910,889.9984,954.999
ENSG00000102230,PCYT1B,1.0686,17.0324,6.6107,4.1276,4,0,4.006,5.0115,7.0208,21.0076,5.0091,2.0794
ENSG00000102239,BRS3,1,0,0,0,0,0,1,0,0,0,1,0
ENSG00000102241,HTATSF1,1816.9994,1512.0014,1266.0009,1634.0012,1354.9997,1348.9995,1348.0003,1558.9993,1220.9988,461.0002,1246.999,1320.0018
ENSG00000102243,VGLL1,699.0015,996.0015,715.0018,1195.0023,239.0004,399.0011,211.0001,173.0003,187.0003,102,263.0005,218.0005
ENSG00000102245,CD40LG,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102265,TIMP1,2683.9963,1023.9982,925.9987,1360.998,3729.9925,2578.0003,3485.9911,3179.9936,4839.9923,2627.9997,1689.9991,2012.9995
ENSG00000102271,KLHL4,1422.0023,850,448.0001,1410.9979,533.0001,693.9996,215.9999,176.0001,234.9998,88,216.0004,209.9997
ENSG00000102287,GABRE,193.9016,52.0037,20.127,70.4335,527.1838,413.069,2212.7625,736.8673,334.7618,824.4273,239.6865,178.4509
ENSG00000102290,PCDH11X,117.7061,14,27.5446,11.6796,14.3122,11,11.8804,15.4409,9.0069,7.0042,6.8405,17.9227
ENSG00000102302,FGD1,774.0009,586.998,577.9984,589.0014,536.9998,429.9999,763.9981,673.0018,502,326.9998,504.0016,450.9999
ENSG00000102309,PIN4,192.0008,290.0006,247.986,224.0006,261.9999,237.9854,192.0008,319.0009,390.9999,583.9861,200.0006,281.0012
ENSG00000102312,PORCN,615.0006,959.0007,1081.0006,1204.0007,1706.0017,1283.0015,1104.0003,1986.0029,1939.0029,532.0007,1166.8365,2086.9174
ENSG00000102313,ITIH6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102316,MAGED2,6833.9972,3981.9999,5264.0026,4260.0118,7346.0017,8772.854,8204.7059,7061.7534,7641.9693,4219.19,6173.9941,7220.692
ENSG00000102317,RBM3,2579.9073,5012.8707,4174.7134,4978.0027,1940.4523,1502.4677,1317.3102,1568.8975,2898.033,1392.643,2604.0963,3006.8794
ENSG00000102349,KLF8,1020.9714,602.0003,711.9998,567.2723,1094.0384,1109.3606,718.0747,621.0873,665.1865,400.1827,582.1306,601.6406
ENSG00000102359,SRPX2,423.9999,536,611.0014,558.0011,318.9995,626.0005,90.0001,97,176.0001,81.0001,230.0002,277.9991
ENSG00000102362,SYTL4,230.0002,387.9998,234.4109,476.9999,181.9999,240,162.0028,151.0209,153.4783,87.0655,129.9999,159.0003
ENSG00000102383,ZDHHC15,10.0862,8.0801,8.0245,1,13.1249,4.0243,7.0777,6.0597,17.1155,5.0399,4.474,7.4462
ENSG00000102384,CENPI,36.0036,205.0183,70.9999,309.0001,9,16.0054,9,14,12.0024,37,14,20.0064
ENSG00000102385,DRP2,4,7,9,2,2,1,3,1,4,2,0,2
ENSG00000102387,TAF7L,1,5.0471,1,4,0,5,2,3,9,4.5636,1.2295,4
ENSG00000102390,PBDC1,296.0009,478.0009,444.0013,451.0015,280.0012,254.0003,230.0007,260.001,395.0009,296.9999,349.0009,356.001
ENSG00000102393,GLA,253.0008,399,445.0008,376.0004,319.9998,283.0008,296.9997,272.0005,443.0003,481,262.001,263
ENSG00000102401,ARMCX3,1709.0019,1398.0021,1949.9994,1267.001,1600.9996,1707.9997,1184.6742,1620.7041,1397.0006,589.9999,1428.0016,1560.0017
ENSG00000102409,BEX4,1033.0008,660.001,727.0007,668.0012,729.0013,709.0008,723.001,772.002,592.0016,306.0012,653.0015,661.0019
ENSG00000102445,RUBCNL,0,0,3,0,0,0,1,1,0,4,1,0
ENSG00000102452,NALCN,593.9995,204.6093,146.9998,183.0006,77,221.1705,141.9996,133.2523,111.0584,50,328.1495,175.0003
ENSG00000102466,FGF14,64.1067,33.0242,35.0755,18.9999,22.0001,31.0066,4.2171,41.0688,32.0552,24.0435,16.0449,47.0711
ENSG00000102468,HTR2A,1,0,0,0,1.0058,0,0,3,2,1,0,0
ENSG00000102471,NDFIP2,1512.0003,3497.0018,3446.001,3480.0025,1907.9989,1975.0019,567,1109.9978,1457.0004,395.9998,1377.0024,1322.0008
ENSG00000102524,TNFSF13B,6,6,17,8,37,25,17,28,23,33,25,17
ENSG00000102531,FNDC3A,1596.9976,1498.9991,1250.0023,1465.0022,2441.001,2016.9982,1333.9987,1776.9984,1774.9956,591.0003,1048.9994,1223.9966
ENSG00000102539,MLNR,1,0,1,1,1,2,1,0,1,1,0,0
ENSG00000102543,CDADC1,96,80.9999,102.0001,69.9999,123.0001,102.0001,98.9999,117.0001,118,96.9999,82.0001,106.0002
ENSG00000102547,CAB39L,573.9998,228.0003,236.9999,277.0001,531,469.0002,350,210.0001,331.0001,150.9999,251.0002,211
ENSG00000102554,KLF5,1722.9991,1282.9989,1225.0016,1120.9993,2513.9999,2298.002,1242.999,1785.9984,2439.0021,528.0002,1881.0004,2262.0018
ENSG00000102572,STK24,2859.0069,3413.1198,2381.6912,3404.565,2786.2517,2606.6456,3349.6342,3611.0878,2710.4509,1220.8826,3279.6101,3516.6862
ENSG00000102575,ACP5,48.0001,98.0001,67,48,46.0001,56.0001,4,2,28.0001,24,27,10
ENSG00000102580,DNAJC3,813.6662,2004.7039,1147.4611,2144.0014,964.692,654.1666,699.0145,856.3961,1061.3939,370.1134,700.5549,762.2651
ENSG00000102595,UGGT2,391.9086,647.1841,645.6697,687.481,525.2072,440.3514,404.452,613.5252,541.0369,424.1638,511.2985,664.6041
ENSG00000102606,ARHGEF7,2208.0009,1337.0014,1277.9998,1293.0011,1770.9992,1845.9995,2847.9964,1730.9998,1834.9979,1464.9991,1572.998,1316.0015
ENSG00000102678,FGF9,2.0018,7.7329,4,5.0046,7,9.841,12.0084,55.0091,18.2712,9.5512,5,27.063
ENSG00000102683,SGCG,12,11,63,5,35.0001,58.0001,10,138.0003,26,31.0001,83.0002,126.0002
ENSG00000102699,PARP4,2037.8367,2806.8171,1807.2659,2721.61,2539.047,2948.6352,1451.4983,1112.1172,1794.5117,811.4001,1261.4561,1393.5762
ENSG00000102710,SUPT20H,954.5771,1006.8006,1082.0006,940.0293,1089.6668,910.9989,848.9985,932.4015,1014.0672,643.9305,789.4992,886.7407
ENSG00000102738,MRPS31,236.0001,248.9996,211.0005,246.001,251.8439,236,215.9996,273.9999,273.9996,316,195.001,231.0008
ENSG00000102743,SLC25A15,51.0001,160.0002,125.0002,154.0002,49.0001,70.0001,59,57.0002,46,41.9999,56.0002,77
